id,name,now_cost,position,team,mng_clean_sheets,mng_goals_scored,now_cost_rank_type,expected_goals,threat_rank,dreamteam_count,news,influence_rank,assists,transfers_out_event,red_cards,expected_goals_conceded_per_90,bonus,birth_date,penalties_missed,news_added,ict_index_rank,threat_rank_type,minutes,starts,own_goals,web_name,form_rank_type,transfers_out,saves,cost_change_event_fall,selected_rank,in_dreamteam,corners_and_indirect_freekicks_order,selected_rank_type,can_select,value_form,form,region,creativity,points_per_game_rank,penalties_saved,bps,team_join_date,mng_draw,goals_scored,influence_rank_type,ict_index,threat,goals_conceded,form_rank,cost_change_event,transfers_in_event,expected_goals_conceded,points_per_game,goals_conceded_per_90,cost_change_start,mng_win,yellow_cards,direct_freekicks_order,cost_change_start_fall,ep_this,opta_code,expected_goal_involvements_per_90,status,value_season,starts_per_90,clean_sheets_per_90,selected_by_percent,expected_goal_involvements,expected_goals_per_90,chance_of_playing_next_round,penalties_order,transfers_in,creativity_rank_type,points_per_game_rank_type,clean_sheets,mng_underdog_win,now_cost_rank,event_points,influence,expected_assists,mng_underdog_draw,mng_loss,total_points,saves_per_90,expected_assists_per_90,ict_index_rank_type,chance_of_playing_this_round,ep_next,creativity_rank
478,Ashley Phillips,40,DEF,Spurs,0,0,211,0.00,565,0,Loaned to Stoke City,615,0,34,0,0.0,0,,0,2024-08-26T10:10:07.966773Z,615,214,0,0,0,A.Phillips,182,43767,0,0,410,False,,145,False,0.0,0.0,,0.0,620,0,0,,0,0,224,0.0,0.0,0,485,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p548308,0.0,u,0.0,0.0,0.0,0.2,0.00,0.0,0.0,,8361,224,222,0,0,696,0,0.0,0.00,0,0,0,0.0,0.0,224,0.0,0.0,600
479,Brandon Austin,40,GKP,Spurs,0,0,48,0.00,523,0,,460,0,197,0,2.53,0,1999-01-08,0,,492,27,90,1,0,Austin,48,41170,2,0,277,False,,42,True,0.0,0.0,241.0,0.0,439,0,7,2017-07-22,0,0,40,2.0,0.0,2,441,0,52,2.53,1.0,2.0,0,0,0,,0,-0.5,p214572,0.0,a,0.2,1.0,0.0,0.5,0.00,0.0,,,39698,43,40,0,0,645,0,20.0,0.00,0,0,1,2.0,0.0,40,,0.0,561
480,Rodrigo Bentancur,49,MID,Spurs,0,0,166,1.18,184,0,,216,0,58,0,1.52,1,1997-06-25,0,2025-02-17T10:00:09.911033Z,212,113,1158,15,0,Bentancur,97,39981,0,0,446,False,,153,True,0.4,1.8,230.0,162.5,253,0,227,2022-01-31,0,2,92,55.8,139.0,17,207,0,81,19.56,2.2,1.32,-1,0,7,,1,1.3,p202993,0.15,a,8.0,1.17,0.23,0.1,1.94,0.09,100.0,,23355,123,107,3,0,259,1,254.0,0.76,0,0,39,0.0,0.06,108,100.0,1.8,186
481,Lucas Bergvall,44,MID,Spurs,0,0,330,0.50,286,0,,269,2,1224,0,1.87,0,2006-02-02,0,2024-10-16T12:30:07.550630Z,274,160,879,8,0,Bergvall,38,212972,0,0,203,False,,64,True,0.8,3.5,206.0,154.3,347,0,184,2024-07-01,0,0,122,39.8,56.0,15,103,0,1691,18.30,1.6,1.54,-1,0,3,,1,3.0,p570526,0.11,a,7.7,0.82,0.2,1.1,1.06,0.05,100.0,,235590,128,161,2,0,549,4,187.0,0.56,0,0,34,0.0,0.06,140,100.0,3.5,192
482,Yves Bissouma,48,MID,Spurs,0,0,202,0.55,295,1,,228,0,117,0,1.76,4,1996-08-30,0,2025-01-17T15:00:07.651873Z,270,162,1091,13,0,Bissouma,159,96583,0,0,339,False,,106,True,0.1,0.5,132.0,115.7,282,0,230,2022-06-17,0,2,100,40.9,51.0,19,342,0,70,21.34,2.0,1.57,-2,0,6,,2,0.0,p227127,0.09,a,9.0,1.07,0.25,0.2,1.02,0.05,100.0,,93783,150,122,3,0,309,0,239.8,0.47,0,0,43,0.0,0.04,137,100.0,0.5,239
483,Bryan Gil Salvatierra,50,MID,Spurs,0,0,139,0.00,760,0,On loan to Girona for the season,766,0,0,0,0.0,0,,0,2024-07-31T11:08:25.895794Z,766,327,0,0,0,Bryan,306,152,0,0,777,False,,335,False,0.0,0.0,,0.0,765,0,0,,0,0,328,0.0,0.0,0,725,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p436234,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,0,328,328,0,0,220,0,0.0,0.00,0,0,0,0.0,0.0,328,0.0,0.0,765
484,Ben Davies,43,DEF,Spurs,0,0,118,0.16,379,0,Lack of match fitness - 75% chance of playing,280,0,158,0,1.75,0,1993-04-24,0,2025-02-25T12:30:09.810172Z,357,129,630,7,0,Davies,64,29970,0,0,404,False,,142,True,0.3,1.2,244.0,20.9,141,0,115,2014-07-23,0,0,103,20.8,17.0,7,239,0,5,12.23,2.9,1.0,-2,0,2,,2,0.5,p115556,0.05,d,5.3,1.0,0.43,0.2,0.37,0.02,75.0,,18230,138,39,3,0,569,0,168.4,0.21,0,0,23,0.0,0.03,118,75.0,0.9,397
485,Alfie Devine,45,MID,Spurs,0,0,262,0.00,680,0,Loaned to Westerlo,699,0,4,0,0.0,0,,0,2024-09-10T11:37:22.522366Z,699,275,0,0,0,Devine,231,12786,0,0,565,False,,212,False,0.0,0.0,,0.0,703,0,0,,0,0,281,0.0,0.0,0,622,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p496179,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,4716,281,282,0,0,421,0,0.0,0.00,0,0,0,0.0,0.0,280,0.0,0.0,695
486,Radu Drăgușin,43,DEF,Spurs,0,0,137,0.13,303,0,Knee injury - Expected back 01 Jun,212,0,184,0,2.06,0,2002-02-03,0,2025-01-31T15:00:09.267677Z,285,97,1250,14,0,Dragusin,226,67807,0,0,388,False,,136,True,0.0,0.0,177.0,58.1,363,0,96,2024-01-11,0,0,80,36.2,47.0,29,546,0,7,28.59,1.5,2.09,-2,0,1,,2,0.0,p493125,0.02,i,5.6,1.01,0.14,0.2,0.29,0.01,0.0,,55996,93,118,2,0,594,0,256.4,0.16,0,0,24,0.0,0.01,88,0.0,0.0,311
487,Emerson Leite de Souza Junior,45,DEF,Spurs,0,0,64,0.00,655,0,Transferred to AC Milan,675,0,1,0,0.0,0,,0,2024-08-13T07:06:12.490889Z,675,253,0,0,0,E.Royal,246,2695,0,0,719,False,,243,False,0.0,0.0,,0.0,679,0,0,,0,0,256,0.0,0.0,0,597,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p241157,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,0,256,254,0,0,384,0,0.0,0.00,0,0,0,0.0,0.0,256,0.0,0.0,671
488,Fraser Forster,43,GKP,Spurs,0,0,25,0.00,600,0,,240,0,385,0,2.11,0,1988-03-17,0,,349,52,630,7,0,Forster,71,96826,29,0,290,False,,45,True,0.0,0.0,241.0,0.0,165,0,64,2022-06-10,0,0,23,22.2,0.0,15,528,0,34,14.80,2.7,2.14,-2,0,0,,2,-0.5,p40383,0.0,a,4.4,1.0,0.14,0.4,0.00,0.0,,,104243,66,27,1,0,557,0,221.0,0.00,0,0,19,4.14,0.0,23,,0.0,631
489,Archie Gray,46,MID,Spurs,0,0,234,0.03,402,0,,266,0,255,0,1.92,0,2006-03-12,0,2024-12-02T00:00:08.747842Z,341,212,1155,12,1,Gray,116,46241,0,0,362,False,,114,True,0.3,1.2,241.0,30.0,349,0,189,2024-07-02,0,0,120,23.3,11.0,22,243,0,102,24.62,1.6,1.71,-4,0,0,,4,0.7,p547701,0.01,a,7.0,0.94,0.16,0.2,0.13,0.0,100.0,,39416,203,163,2,0,360,0,191.4,0.10,0,0,32,0.0,0.01,172,100.0,1.2,369
490,Pierre-Emile Højbjerg,50,MID,Spurs,0,0,124,0.00,757,0,On loan to Marseille for the season,764,0,0,0,0.0,0,,0,2024-07-23T11:58:08.802970Z,764,325,0,0,0,Højbjerg,301,530,0,0,763,False,,325,False,0.0,0.0,,0.0,763,0,0,,0,0,326,0.0,0.0,0,719,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p132015,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,0,326,326,0,0,200,0,0.0,0.00,0,0,0,0.0,0.0,326,0.0,0.0,762
491,Brennan Johnson,62,MID,Spurs,0,0,36,9.61,17,1,,101,4,2208,0,1.62,10,2001-05-23,0,2025-01-17T15:00:07.684598Z,48,8,1714,19,0,Johnson,16,2018495,0,0,128,False,,44,True,0.7,4.5,244.0,233.7,36,0,357,2023-09-01,0,9,34,137.5,694.0,24,56,0,6852,30.90,4.3,1.26,-3,0,4,,3,4.0,p242898,0.57,a,17.3,1.0,0.11,2.3,10.98,0.5,100.0,,2128978,95,17,2,0,61,1,453.6,1.37,0,0,107,0.0,0.07,32,100.0,4.5,135
492,Dejan Kulusevski,62,MID,Spurs,0,0,39,3.92,18,0,Foot injury - 25% chance of playing,40,4,24801,0,1.64,9,2000-04-25,0,2025-03-06T00:00:09.617926Z,8,9,2152,24,0,Kulusevski,44,1397921,0,1,99,False,3.0,32,True,0.5,3.2,206.0,813.1,49,0,405,2023-07-01,0,7,11,208.0,685.0,35,113,-1,50,39.17,4.1,1.46,-3,0,3,,3,0.7,p445044,0.33,d,17.7,1.0,0.25,3.5,7.87,0.16,25.0,,1478637,6,25,6,0,64,0,584.0,3.95,0,0,110,0.0,0.17,5,25.0,0.8,6
493,Giovani Lo Celso,49,MID,Spurs,0,0,165,0.00,746,0,Transferred to Real Betis,757,0,2,0,0.0,0,,0,2024-08-31T06:14:45.936781Z,757,320,0,0,0,Lo Celso,293,10692,0,0,616,False,,244,False,0.0,0.0,,0.0,757,0,0,,0,0,322,0.0,0.0,0,708,0,0,0.00,0.0,0.0,-1,0,0,,1,0.0,p200826,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,2052,323,323,0,0,258,0,0.0,0.00,0,0,0,0.0,0.0,322,0.0,0.0,755
494,James Maddison,74,MID,Spurs,0,0,12,5.41,47,3,,31,6,5352,0,1.64,14,1996-11-23,0,2025-01-27T01:00:09.013733Z,24,29,1492,17,0,Maddison,37,2392549,0,0,79,False,1.0,26,True,0.5,3.8,241.0,582.0,29,0,512,2023-06-28,0,9,9,166.9,474.0,23,97,0,8786,27.26,4.5,1.39,-1,0,6,2.0,1,3.3,p172780,0.65,a,15.8,1.03,0.3,4.7,10.75,0.33,100.0,2.0,2298418,22,15,5,0,19,0,615.6,5.34,0,0,117,0.0,0.32,17,100.0,3.8,28
495,Pedro Porro,53,DEF,Spurs,0,0,18,1.50,137,2,,19,5,10145,0,1.72,5,1999-09-13,0,2024-08-19T23:00:06.196679Z,29,18,2277,24,0,Pedro Porro,46,4186690,0,0,16,False,2.0,8,True,0.5,2.5,200.0,744.1,109,0,405,2023-07-01,0,2,7,160.5,187.0,38,154,0,9257,43.60,3.3,1.5,-2,0,2,1.0,2,2.0,p441164,0.2,a,17.5,0.95,0.24,19.7,5.15,0.06,100.0,,2736301,2,24,6,0,153,1,672.8,3.65,0,0,93,0.0,0.14,2,100.0,2.5,10
496,Sergio Reguilón,41,DEF,Spurs,0,0,160,0.07,399,0,,458,0,75,0,0.88,0,1996-12-16,0,,455,140,121,0,0,Reguilón,204,32517,0,0,401,False,,141,True,0.0,0.0,200.0,20.2,533,0,17,2020-09-19,0,0,164,5.2,11.0,1,514,0,79,1.18,0.3,0.74,-4,0,2,,4,-0.5,p199249,0.23,a,0.2,0.0,0.0,0.2,0.31,0.05,,,14076,139,185,0,0,625,0,20.8,0.24,0,0,1,0.0,0.18,159,,0.0,401
497,Richarlison de Andrade,68,FWD,Spurs,0,0,17,1.17,205,0,Calf injury - Expected back 03 Apr,331,1,134,0,1.43,0,1997-05-10,0,2025-02-07T00:00:08.921195Z,316,35,275,2,0,Richarlison,81,156449,0,0,302,False,,47,True,0.0,0.0,30.0,54.8,259,0,90,2022-07-01,0,2,30,29.0,116.0,2,779,0,9,4.36,2.2,0.65,-2,0,1,,2,0.0,p212319,0.57,i,2.9,0.65,0.33,0.4,1.75,0.38,0.0,2.0,69925,37,32,1,0,33,0,119.8,0.58,0,0,20,0.0,0.19,37,0.0,0.0,320
498,Cristian Romero,49,DEF,Spurs,0,0,31,1.06,164,1,,214,0,308,0,1.27,2,1998-04-27,0,2024-11-21T14:30:08.425075Z,230,28,1034,13,0,Romero,114,1269055,0,0,101,False,,37,True,0.1,0.5,10.0,96.0,158,0,190,2022-08-30,0,1,81,51.3,159.0,14,344,0,1123,14.58,2.8,1.22,-1,0,1,,1,0.0,p221632,0.16,a,7.6,1.13,0.17,3.4,1.81,0.09,100.0,,933883,69,45,2,0,264,2,255.2,0.75,0,0,37,0.0,0.07,70,100.0,0.5,260
499,Pape Matar Sarr,47,MID,Spurs,0,0,224,3.06,150,0,,161,2,137,0,1.86,3,2002-09-14,0,2025-01-24T00:00:10.023844Z,149,95,1386,16,0,P.M.Sarr,54,63446,0,0,367,False,,118,True,0.5,2.5,189.0,230.5,248,0,312,2021-08-27,0,3,62,74.8,173.0,28,142,0,495,28.67,2.2,1.82,-3,0,5,,3,2.0,p482442,0.24,a,12.6,1.04,0.13,0.2,3.67,0.2,100.0,,53631,98,104,2,0,342,9,348.2,0.61,0,0,59,0.0,0.04,85,100.0,2.5,139
500,Dane Scarlett,44,FWD,Spurs,0,0,85,0.00,628,0,,456,1,2446,0,1.63,0,2004-03-24,0,2024-08-14T08:32:58.295903Z,475,55,27,0,0,Scarlett,23,38890,0,0,239,False,,42,True,0.2,1.0,241.0,11.0,197,0,15,2020-08-21,0,0,42,3.2,0.0,0,260,0,3428,0.49,2.5,0.0,-1,0,0,,1,0.5,p490145,0.0,a,1.1,0.0,0.0,0.7,0.00,0.0,100.0,,94902,48,26,0,0,533,0,21.4,0.00,0,0,5,0.0,0.0,47,100.0,1.0,430
502,Manor Solomon,54,MID,Spurs,0,0,81,0.00,774,0,Season long loan to Leeds United,777,0,2,0,0.0,0,,0,2024-08-29T11:11:30.036154Z,777,333,0,0,0,Solomon,322,5476,0,0,651,False,,264,False,0.0,0.0,,0.0,775,0,0,,0,0,334,0.0,0.0,0,755,0,0,0.00,0.0,0.0,-1,0,0,,1,0.0,p235674,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,480,334,334,0,0,132,0,0.0,0.00,0,0,0,0.0,0.0,334,0.0,0.0,777
503,Son Heung-min,97,MID,Spurs,0,0,4,6.62,28,2,,34,10,3266,0,1.67,12,1992-07-08,1,2025-02-17T10:00:09.980873Z,12,16,1810,21,0,Son,19,2428573,0,0,68,False,4.0,18,True,0.5,4.5,114.0,660.4,18,0,516,2015-08-28,0,7,10,188.9,620.0,30,61,0,23330,33.55,4.9,1.49,-3,0,1,,3,4.0,p85971,0.56,a,12.6,1.04,0.2,5.5,11.16,0.33,100.0,1.0,1884193,15,11,4,0,5,6,607.4,4.54,0,0,122,0.0,0.23,9,100.0,4.5,19
504,Djed Spence,44,DEF,Spurs,0,0,104,0.28,280,2,,198,1,1560,1,1.91,6,2000-08-09,0,2025-01-24T12:30:09.092907Z,242,82,973,10,0,Spence,6,30076,0,0,202,False,,77,True,1.1,4.8,241.0,151.8,167,0,188,2022-07-19,0,1,72,48.5,62.0,17,44,0,3934,20.65,2.7,1.57,-1,0,1,,1,4.3,p232859,0.11,a,9.3,0.92,0.28,1.1,1.16,0.03,100.0,,134607,46,48,3,0,521,1,271.2,0.88,0,0,41,0.0,0.08,77,100.0,4.8,195
505,Destiny Udogie,48,DEF,Spurs,0,0,43,0.31,203,0,,185,1,328,0,1.54,0,2002-11-28,0,2024-12-30T09:30:07.165603Z,192,50,1563,20,0,Udogie,68,580031,0,0,171,False,,65,True,0.3,1.2,106.0,214.9,283,0,228,2022-08-16,0,0,68,62.5,120.0,23,245,0,438,26.68,2.0,1.32,-2,0,2,,2,0.7,p487053,0.08,a,8.8,1.15,0.12,1.4,1.42,0.02,100.0,,321834,30,92,2,0,322,1,288.2,1.11,0,0,42,0.0,0.06,58,100.0,1.2,149
506,Micky van de Ven,45,DEF,Spurs,0,0,74,0.35,316,1,,278,2,319,0,1.19,2,2001-04-19,0,2025-02-14T14:30:08.767065Z,336,102,817,9,0,Van de Ven,127,1507952,0,0,125,False,,45,True,0.0,0.2,152.0,36.7,143,0,127,2023-08-08,0,0,102,24.6,40.0,12,373,0,860,10.81,2.9,1.32,0,0,4,,0,-0.3,p491279,0.12,a,6.4,0.99,0.22,2.4,1.04,0.04,100.0,,1036197,114,41,2,0,418,1,168.6,0.69,0,0,29,0.0,0.08,110,100.0,0.2,349
507,Alejo Véliz,50,FWD,Spurs,0,0,51,0.00,768,0,Loaned to Espanyol,774,0,0,0,0.0,0,,0,2024-08-10T12:19:41.352153Z,774,80,0,0,0,Veliz,67,983,0,0,738,False,,84,False,0.0,0.0,,0.0,772,0,0,,0,0,80,0.0,0.0,0,733,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p536908,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,0,80,80,0,0,234,0,0.0,0.00,0,0,0,0.0,0.0,80,0.0,0.0,773
508,Guglielmo Vicario,48,GKP,Spurs,0,0,11,0.00,738,1,,114,0,669,0,1.42,2,1996-10-07,0,2024-11-26T00:00:08.341528Z,264,72,1440,16,0,Vicario,5,503421,49,0,148,False,,22,True,0.9,4.5,106.0,0.0,97,0,253,2023-07-01,0,0,17,42.3,0.0,17,52,0,1652,22.78,3.4,1.06,-2,0,1,,2,4.0,p184254,0.0,a,11.5,1.0,0.25,1.8,0.00,0.0,100.0,,234407,79,15,4,0,299,3,424.0,0.00,0,0,55,3.06,0.0,17,100.0,4.5,749
509,Timo Werner,62,MID,Spurs,0,0,31,1.04,210,0,,336,3,25,0,2.04,2,1996-03-06,0,2025-01-14T17:00:08.863619Z,280,122,504,4,0,Werner,185,36187,0,0,425,False,,143,True,0.0,0.2,80.0,148.0,307,0,120,2024-01-09,0,0,151,37.1,113.0,12,393,0,41,11.41,1.9,2.14,-3,0,0,,3,-0.3,p165153,0.47,a,5.5,0.71,0.18,0.1,2.59,0.19,100.0,,14352,132,138,1,0,56,0,114.6,1.55,0,0,34,0.0,0.28,143,100.0,0.2,200
510,Alfie Whiteman,39,GKP,Spurs,0,0,72,0.00,493,0,,556,0,704,0,0.0,0,1998-10-02,0,,556,10,0,0,0,Whiteman,31,86070,0,0,164,False,,24,True,0.0,0.0,241.0,0.0,563,0,0,2016-07-01,0,0,48,0.0,0.0,0,411,0,1599,0.00,0.0,0.0,-1,0,0,,1,-0.5,p175941,0.0,a,0.0,0.0,0.0,1.5,0.00,0.0,,,87029,27,48,0,0,737,0,0.0,0.00,0,0,0,0.0,0.0,48,,0.0,535
609,Will Lankshear,45,FWD,Spurs,0,0,74,0.00,710,0,Loaned to West Bromwich Albion,727,0,1251,0,0.18,0,,0,2025-02-06T23:45:33.840689Z,727,64,10,0,0,Lankshear,47,385773,0,0,199,False,,33,False,0.0,0.0,241.0,0.0,474,0,7,2022-12-08,0,0,63,0.0,0.0,0,655,0,0,0.02,1.0,0.0,0,0,0,,0,0.0,p552427,0.0,u,0.7,0.0,0.0,1.1,0.00,0.0,0.0,,434203,62,47,0,0,459,0,0.0,0.00,0,0,3,0.0,0.0,64,0.0,0.0,722
610,Mikey Moore,45,MID,Spurs,0,0,268,0.20,346,0,,447,2,123,0,0.98,0,2007-08-11,0,2024-11-07T09:00:08.150966Z,416,188,180,2,0,Moore,236,52403,0,0,363,False,,115,True,0.0,0.0,241.0,42.7,279,0,37,2024-05-01,0,0,207,9.4,30.0,1,627,0,24,1.96,2.0,0.5,0,0,0,,0,-0.5,p499721,0.38,a,3.1,1.0,0.0,0.2,0.75,0.1,100.0,,49935,191,119,0,0,427,0,23.4,0.55,0,0,14,0.0,0.28,199,100.0,0.0,332
612,Wilson Odobert,53,MID,Spurs,0,0,94,0.68,240,0,,452,0,20,0,1.77,0,2004-11-28,0,2024-10-30T12:00:07.631102Z,374,135,335,4,0,Odobert,110,8271,0,0,624,False,,249,True,0.3,1.5,73.0,55.3,341,0,29,2024-08-16,0,0,211,17.0,92.0,4,230,0,82,6.57,1.7,1.07,-2,0,0,,2,1.0,p550839,0.22,a,2.3,1.07,0.27,0.0,0.83,0.18,100.0,,6971,185,157,1,0,157,2,22.4,0.15,0,0,12,0.0,0.04,183,100.0,1.5,318
683,Callum Olusesi,45,MID,Spurs,0,0,269,0.00,685,0,,704,0,11,0,0.0,0,2007-03-11,0,,704,280,0,0,0,Olusesi,237,876,0,0,723,False,,302,True,0.0,0.0,241.0,0.0,708,0,0,2024-11-06,0,0,286,0.0,0.0,0,628,0,9,0.00,0.0,0.0,0,0,0,,0,-0.5,p499726,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,,,1187,286,287,0,0,428,0,0.0,0.00,0,0,0,0.0,0.0,285,,0.0,700
684,Malachi Hardy,40,DEF,Spurs,0,0,226,0.00,579,0,,628,0,31,0,0.0,0,2008-03-10,0,,628,226,0,0,0,Hardy,195,2084,0,0,611,False,,210,True,0.0,0.0,241.0,0.0,633,0,0,2024-11-22,0,0,235,0.0,0.0,0,500,0,23,0.00,0.0,0.0,0,0,0,,0,-0.5,p611920,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,,,2788,235,233,0,0,713,0,0.0,0.00,0,0,0,0.0,0.0,235,,0.0,613
689,Luca Williams-Barnett,45,MID,Spurs,0,0,305,0.00,729,0,U18 team,745,0,2,0,0.0,0,,0,2025-01-17T11:48:35.885884Z,745,311,0,0,0,Williams-Barnett,271,758,0,0,747,False,,313,False,0.0,0.0,241.0,0.0,745,0,0,2024-11-06,0,0,314,0.0,0.0,0,674,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p611917,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,790,315,315,0,0,485,0,0.0,0.00,0,0,0,0.0,0.0,314,0.0,0.0,741
699,Alfie Dorrington,40,DEF,Spurs,0,0,202,0.00,556,0,Loaned to Aberdeen,519,0,5,0,0.28,0,,0,2025-01-17T12:26:25.866937Z,526,206,13,0,0,Dorrington,174,1029,0,0,731,False,,247,False,0.0,0.0,241.0,0.2,444,0,4,2022-12-08,0,0,184,0.1,0.0,0,476,0,0,0.04,1.0,0.0,0,0,0,,0,0.0,p519321,0.0,u,0.2,0.0,0.0,0.0,0.00,0.0,0.0,,1051,184,153,0,0,686,0,1.0,0.00,0,0,1,0.0,0.0,186,0.0,0.0,500
700,Maeson King,40,DEF,Spurs,0,0,223,0.00,577,0,,626,0,26,0,0.0,0,,0,,626,224,0,0,0,King,193,1247,0,0,644,False,,216,True,0.0,0.0,241.0,0.0,631,0,0,2024-11-27,0,0,233,0.0,0.0,0,498,0,21,0.00,0.0,0.0,0,0,0,,0,-0.5,p592736,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,,,1991,233,231,0,0,710,0,0.0,0.00,0,0,0,0.0,0.0,233,,0.0,611
716,Antonín Kinsky,43,GKP,Spurs,0,0,33,0.00,612,0,,351,0,487,0,1.76,0,2003-03-13,0,,402,60,360,4,0,Kinsky,77,29302,11,0,384,False,,55,True,0.0,0.0,57.0,10.1,133,0,52,2025-01-05,0,0,33,11.2,0.0,7,545,0,28,7.02,3.0,1.75,-2,0,0,,2,-0.5,p485055,0.0,a,2.8,1.0,0.25,0.2,0.01,0.0,,,44843,9,20,1,0,592,0,102.6,0.01,0,0,12,2.75,0.0,33,,0.0,436
717,Min-Hyeok Yang,45,MID,Spurs,0,0,307,0.00,732,0,Loaned to Queens Park Rangers,748,0,5,0,0.0,0,,0,2025-02-03T10:24:52.232670Z,748,313,0,0,0,Yang,273,385,0,0,771,False,,331,False,0.0,0.0,114.0,0.0,748,0,0,2025-01-01,0,0,316,0.0,0.0,0,677,0,0,0.00,0.0,0.0,0,0,0,,0,0.0,p623095,0.0,u,0.0,0.0,0.0,0.0,0.00,0.0,0.0,,468,317,317,0,0,488,0,0.0,0.00,0,0,0,0.0,0.0,316,0.0,0.0,744
729,Damola Ajayi,45,MID,Spurs,0,0,296,0.00,716,0,,733,0,18,0,0.0,0,2005-12-27,0,,733,303,0,0,0,Ajayi,263,328,0,0,730,False,,306,True,0.0,0.0,241.0,0.0,735,0,0,2024-10-02,0,0,308,0.0,0.0,0,661,0,28,0.00,0.0,0.0,0,0,0,,0,-0.5,p574799,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,,,764,308,309,0,0,467,0,0.0,0.00,0,0,0,0.0,0.0,307,,0.0,729
749,Ange Postecoglou,11,MNG,Spurs,2,10,8,0.00,476,0,,541,0,576,0,0.0,0,1965-08-27,0,,541,13,0,0,0,Postecoglou,5,10215,0,0,337,False,,7,True,6.5,7.2,13.0,0.0,548,0,0,2023-07-01,1,0,13,0.0,0.0,0,10,0,774,0.00,0.0,0.0,0,3,0,,0,6.7,man41881,0.0,a,36.4,0.0,0.0,4.3,0.00,0.0,,,33531,13,13,0,0,776,10,0.0,0.00,1,2,40,0.0,0.0,13,,7.2,519
760,Dante Cassanova,40,DEF,Spurs,0,0,193,0.00,548,0,,600,0,14,0,0.0,0,2004-06-21,0,,600,199,0,0,0,Cassanova,167,138,0,0,735,False,,250,True,0.0,0.0,107.0,0.0,605,0,0,2024-10-02,0,0,211,0.0,0.0,0,468,0,14,0.00,0.0,0.0,0,0,0,,0,-0.5,p501620,0.0,a,0.0,0.0,0.0,0.0,0.00,0.0,,,326,210,209,0,0,676,0,0.0,0.00,0,0,0,0.0,0.0,211,,0.0,584
767,Kevin Danso,45,DEF,Spurs,0,0,56,0.35,292,0,,368,0,207,0,1.88,0,1998-09-19,0,2025-02-17T10:00:10.299458Z,378,90,347,4,0,Danso,36,2517,0,0,515,False,,177,True,0.6,2.8,14.0,19.7,155,0,64,2025-02-02,0,0,128,16.4,53.0,4,126,0,257,7.25,2.8,1.04,0,0,0,,0,2.3,p135720,0.11,a,2.4,1.04,0.26,0.1,0.41,0.09,100.0,,8991,140,44,1,0,370,1,91.4,0.06,0,0,11,0.0,0.02,126,100.0,2.8,405
768,Mathys Tel,60,MID,Spurs,0,0,53,0.76,246,0,,483,0,961,0,1.86,0,2005-04-27,0,,403,138,228,3,0,Tel,101,15670,0,0,375,False,,120,True,0.3,1.8,73.0,16.9,241,0,15,2025-02-03,0,0,225,11.1,87.0,2,214,0,449,4.72,2.3,0.79,0,0,0,,0,1.3,p511499,0.32,a,1.2,1.18,0.39,0.2,0.82,0.3,,,36397,219,103,1,0,80,0,10.6,0.06,0,0,7,0.0,0.02,195,,1.8,413
123,Evan Ferguson,55,FWD,West Ham,0,0,34,0.80,238,0,,385,0,353,0,1.69,2,2004-10-19,0,2024-12-31T16:00:06.783068Z,355,40,304,2,0,Ferguson,28,75819,0,0,316,False,,51,True,0.1,0.8,104.0,48.8,389,0,83,2025-02-03,0,1,37,21.3,93.0,7,307,0,324,5.71,1.4,2.07,0,0,0,5.0,0,0.3,p487117,0.43,a,4.2,0.59,0.3,0.3,1.44,0.24,100.0,,85226,38,41,1,0,119,0,74.8,0.64,0,0,23,0.0,0.19,38,100.0,0.8,326
388,Aaron Wan-Bissaka,45,DEF,West Ham,0,0,62,1.00,186,3,,49,3,2499,0,1.69,10,1997-11-26,0,,87,39,2254,25,1,Wan-Bissaka,5,673688,0,-1,57,False,,20,True,1.2,5.2,241.0,387.8,116,0,329,2024-08-13,0,2,17,108.1,136.0,45,32,1,26325,42.38,3.2,1.8,0,0,1,,0,4.7,p214590,0.12,a,18.7,1.0,0.2,6.3,3.00,0.04,,,1098534,14,28,5,0,379,0,556.8,2.00,0,0,84,0.0,0.08,14,,5.2,70
